model	branch_length	nsites	sample	rule	replicates	refined_fraction	legacy_fraction	refined_minus_legacy	paired_bootstrap_ci_low	paired_bootstrap_ci_high	refined_only	legacy_only	agreement	mean_delta_z	mean_delta_z_ci_low	mean_delta_z_ci_high	median_delta_z	delta_z_q10	delta_z_q90	mean_delta_decision_margin	mean_delta_decision_margin_ci_low	mean_delta_decision_margin_ci_high	median_delta_decision_margin
+I+G4	3.0	5000	null_heldout	calibrated	10000	0.0549	0.0536	0.0012999999999999956	-0.0003	0.0029	41	28	0.9931	-12.006534638389208	-12.008622455829444	-12.004446820948973	-12.006097731316327	-12.14215148269997	-11.869863496754952	-0.1310372526819694	-0.133125070122206	-0.12894943524173277	-0.1306003456090874
+I+G4	3.0	5000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-9.76677271925568	-9.768132408798616	-9.765413029712745	-9.768003134376897	-9.892248027757173	-9.639792389846093	2.108724666451559	2.1073649769086242	2.1100843559944935	2.1074942513303423
+I+G4	3.0	10000	null_heldout	nominal	10000	0.0512	1.0	-0.9488	-0.953	-0.9444	0	9488	0.0512	-16.97812552544564	-16.980188727086247	-16.976062323805035	-16.976485187714296	-17.112125023302195	-16.84330306588203	-16.978125525445638	-16.980188727086244	-16.97606232380503	-16.976485187714296
+I+G4	3.0	10000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-13.814151113940785	-13.815506656879595	-13.812795571001974	-13.815266139534383	-13.938785363948599	-13.686825854335826	-13.814151113940786	-13.815506656879597	-13.812795571001976	-13.815266139534385
+I+G4	3.0	10000	null_heldout	calibrated	10000	0.0543	0.055	-0.0006999999999999992	-0.0022	0.0008025000000000092	26	33	0.9941	-16.97812552544564	-16.980188727086247	-16.976062323805035	-16.976485187714296	-17.112125023302195	-16.84330306588203	-0.1322639558839342	-0.13432715752453972	-0.13020075424332866	-0.13062361815259038
+I+G4	3.0	10000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-13.814151113940785	-13.815506656879595	-13.812795571001974	-13.815266139534383	-13.938785363948599	-13.686825854335826	3.031710455620922	3.030354912682111	3.0330659985597324	3.030595430027322
+I+G4	4.0	100	null_heldout	nominal	10000	0.046	0.5133	-0.4673	-0.4771	-0.4575975	0	4673	0.5327	-1.6951148994314797	-1.697248742706245	-1.6929810561567145	-1.69114250190643	-1.8354590100363146	-1.5614893186443415	-1.6951148994314797	-1.697248742706245	-1.6929810561567145	-1.69114250190643
+I+G4	4.0	100	alternative	nominal	20000	0.98635	1.0	-0.013650000000000051	-0.01525125	-0.0121	0	273	0.98635	-1.4110442304684934	-1.4124139931979502	-1.4096744677390365	-1.4156300622126217	-1.534628087788845	-1.2826837885506277	-1.4110442304684936	-1.4124139931979505	-1.4096744677390367	-1.4156300622126217
+I+G4	4.0	100	null_heldout	calibrated	10000	0.0519	0.054	-0.0020999999999999977	-0.0037	-0.0006	23	44	0.9933	-1.6951148994314797	-1.697248742706245	-1.6929810561567145	-1.69114250190643	-1.8354590100363146	-1.5614893186443415	-0.1293675799974574	-0.13150142327222258	-0.12723373672269223	-0.12539518247240733
+I+G4	4.0	100	alternative	calibrated	20000	0.9881	0.9881	0.0	-0.00055	0.00055	15	15	0.9985	-1.4110442304684934	-1.4124139931979502	-1.4096744677390365	-1.4156300622126217	-1.534628087788845	-1.2826837885506277	0.1547030889655294	0.15333332623607251	0.15607285169498628	0.1501172572214009
+I+G4	4.0	500	null_heldout	nominal	10000	0.0426	0.9884	-0.9458	-0.9502	-0.9413	0	9458	0.0542	-3.7942634328149354	-3.7963702419729204	-3.7921566236569504	-3.793699452358537	-3.932277754037799	-3.659405288599014	-3.7942634328149354	-3.7963702419729204	-3.7921566236569504	-3.7936994523585366
+I+G4	4.0	500	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-3.1645620616714916	-3.1659239533102124	-3.1632001700327708	-3.1662527033410828	-3.2890090080448573	-3.0367441069575034	-3.1645620616714916	-3.1659239533102124	-3.1632001700327708	-3.1662527033410828
+I+G4	4.0	500	null_heldout	calibrated	10000	0.0476	0.0477	-9.999999999999593e-05	-0.0019	0.0017	39	40	0.9921	-3.7942634328149354	-3.7963702419729204	-3.7921566236569504	-3.793699452358537	-3.932277754037799	-3.659405288599014	-0.1329295816305828	-0.13503639078856775	-0.13082277247259785	-0.13236560117418428
+I+G4	4.0	500	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-3.1645620616714916	-3.1659239533102124	-3.1632001700327708	-3.1662527033410828	-3.2890090080448573	-3.0367441069575034	0.49677178951286105	0.4954098978741402	0.4981336811515819	0.49508114784326995
+I+G4	4.0	1000	null_heldout	nominal	10000	0.0469	1.0	-0.9531000000000001	-0.9572	-0.9489974999999999	0	9531	0.0469	-5.3690218586549285	-5.37112325552947	-5.366920461780387	-5.3680882306427815	-5.5051305423933075	-5.232580683003063	-5.369021858654928	-5.3711232555294695	-5.366920461780386	-5.36808823064278
+I+G4	4.0	1000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-4.479534146809439	-4.480883350624336	-4.478184942994543	-4.480005728151967	-4.602955307352663	-4.354278163639111	-4.4795341468094385	-4.480883350624335	-4.478184942994542	-4.4800057281519665
+I+G4	4.0	1000	null_heldout	calibrated	10000	0.044	0.0426	0.0013999999999999985	0.0	0.003	36	22	0.9942	-5.3690218586549285	-5.37112325552947	-5.366920461780387	-5.3680882306427815	-5.5051305423933075	-5.232580683003063	-0.12648696784754537	-0.12858836472208704	-0.1243855709730037	-0.12555333983539763
+I+G4	4.0	1000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-4.479534146809439	-4.480883350624336	-4.478184942994543	-4.480005728151967	-4.602955307352663	-4.354278163639111	0.7630007439979447	0.7616515401830479	0.7643499478128415	0.762529162655416
+I+G4	4.0	5000	null_heldout	nominal	10000	0.0516	1.0	-0.9484	-0.9527	-0.944	0	9484	0.0516	-12.004282109295774	-12.006370589212477	-12.002193629379072	-12.004502828006773	-12.139428542031117	-11.868337574749848	-12.004282109295776	-12.006370589212478	-12.002193629379073	-12.004502828006775
+I+G4	4.0	5000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-10.019756411024638	-10.021116992872761	-10.018395829176514	-10.0199221604453	-10.145214875450307	-9.894256482233027	-10.01975641102464	-10.021116992872763	-10.018395829176516	-10.019922160445303
+I+G4	4.0	5000	null_heldout	calibrated	10000	0.0534	0.0546	-0.0011999999999999997	-0.0027	0.0003	24	36	0.994	-12.004282109295774	-12.006370589212477	-12.002193629379072	-12.004502828006773	-12.139428542031117	-11.868337574749848	-0.13736970631158438	-0.1394581862282875	-0.13528122639488124	-0.13759042502258367
+I+G4	4.0	5000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-10.019756411024638	-10.021116992872761	-10.018395829176514	-10.0199221604453	-10.145214875450307	-9.894256482233027	1.8471559919595522	1.8457954101114287	1.8485165738076756	1.8469902425388884
+I+G4	4.0	10000	null_heldout	nominal	10000	0.0513	1.0	-0.9487	-0.9529	-0.9444	0	9487	0.0513	-16.979520534164436	-16.981622510749187	-16.977418557579686	-16.978054062455545	-17.11874753603796	-16.842057861890808	-16.979520534164436	-16.981622510749187	-16.977418557579686	-16.978054062455545
+I+G4	4.0	10000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-14.172018001197774	-14.173366441698255	-14.170669560697293	-14.172321530530809	-14.29694770277797	-14.04708760276673	-14.172018001197776	-14.173366441698256	-14.170669560697295	-14.17232153053081
+I+G4	4.0	10000	null_heldout	calibrated	10000	0.0522	0.0523	-9.999999999999593e-05	-0.0017	0.0014	30	31	0.9939	-16.979520534164436	-16.981622510749187	-16.977418557579686	-16.978054062455545	-17.11874753603796	-16.842057861890808	-0.13910373813272447	-0.14120571471747603	-0.13700176154797292	-0.1376372664238339
+I+G4	4.0	10000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-14.172018001197774	-14.173366441698255	-14.170669560697293	-14.172321530530809	-14.29694770277797	-14.04708760276673	2.66839879483394	2.667050354333459	2.6697472353344205	2.668095265500906
+I+G4	5.0	100	null_heldout	nominal	10000	0.0449	0.5099	-0.465	-0.4748	-0.4551	0	4650	0.535	-1.6937379474696892	-1.6959080689748331	-1.6915678259645452	-1.6898972307832407	-1.8365263549453172	-1.5553785108608686	-1.6937379474696892	-1.6959080689748331	-1.6915678259645452	-1.6898972307832407
+I+G4	5.0	100	alternative	nominal	20000	0.96305	0.9998	-0.03675000000000006	-0.0393	-0.03415	0	735	0.96325	-1.4329730238122191	-1.4343743503486215	-1.4315716972758168	-1.4380752591446915	-1.5569926160448877	-1.3017355270112496	-1.4329730238122194	-1.4343743503486217	-1.431571697275817	-1.4380752591446917
+I+G4	5.0	100	null_heldout	calibrated	10000	0.0513	0.0517	-0.0004000000000000045	-0.002	0.0012	30	34	0.9936	-1.6937379474696892	-1.6959080689748331	-1.6915678259645452	-1.6898972307832407	-1.8365263549453172	-1.5553785108608686	-0.12995881299820192	-0.13212893450334587	-0.12778869149305797	-0.12611809631175297
+I+G4	5.0	100	alternative	calibrated	20000	0.96915	0.96705	0.0020999999999999908	0.00115	0.00305	69	27	0.9952	-1.4329730238122191	-1.4343743503486215	-1.4315716972758168	-1.4380752591446915	-1.5569926160448877	-1.3017355270112496	0.13080611065926848	0.12940478412286618	0.13220743719567077	0.12570387532679606
+I+G4	5.0	500	null_heldout	nominal	10000	0.0485	0.9898	-0.9413	-0.9458	-0.9367	0	9413	0.0587	-3.7936340958481516	-3.7957620840319093	-3.791506107664394	-3.7929008281229426	-3.9328827531187915	-3.6548002099794643	-3.7936340958481516	-3.7957620840319093	-3.791506107664394	-3.792900828122942
+I+G4	5.0	500	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-3.224166402100553	-3.225530055412355	-3.222802748788751	-3.225199344251815	-3.34905569727019	-3.0978771235909317	-3.224166402100553	-3.225530055412355	-3.222802748788751	-3.225199344251815
+I+G4	5.0	500	null_heldout	calibrated	10000	0.0524	0.0515	0.000900000000000005	-0.0006	0.0025	37	28	0.9935	-3.7936340958481516	-3.7957620840319093	-3.791506107664394	-3.7929008281229426	-3.9328827531187915	-3.6548002099794643	-0.11767850890816356	-0.11980649709192108	-0.11555052072440604	-0.11694524118295435
+I+G4	5.0	500	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-3.224166402100553	-3.225530055412355	-3.222802748788751	-3.225199344251815	-3.34905569727019	-3.0978771235909317	0.45178918483943525	0.45042553152763337	0.45315283815123714	0.45075624268817327
+I+G4	5.0	1000	null_heldout	nominal	10000	0.0451	0.9999	-0.9548	-0.9587	-0.9506	0	9548	0.0452	-5.369114808976379	-5.3712364530598045	-5.366993164892953	-5.36702157670924	-5.506134584824877	-5.230580290431334	-5.369114808976378	-5.371236453059804	-5.3669931648929525	-5.36702157670924
+I+G4	5.0	1000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-4.560057612776911	-4.561428419316529	-4.558686806237292	-4.561193979008158	-4.686762185121025	-4.433037444472598	-4.560057612776909	-4.5614284193165275	-4.55868680623729	-4.5611939790081575
+I+G4	5.0	1000	null_heldout	calibrated	10000	0.0461	0.0465	-0.0003999999999999976	-0.002	0.0012	32	36	0.9932	-5.369114808976379	-5.3712364530598045	-5.366993164892953	-5.36702157670924	-5.506134584824877	-5.230580290431334	-0.133071000615407	-0.13519264469883274	-0.13094935653198125	-0.1309777683482669
+I+G4	5.0	1000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-4.560057612776911	-4.561428419316529	-4.558686806237292	-4.561193979008158	-4.686762185121025	-4.433037444472598	0.6759861955840611	0.6746153890444427	0.6773570021236796	0.6748498293528131
+I+G4	5.0	5000	null_heldout	nominal	10000	0.0471	1.0	-0.9529	-0.957	-0.9487	0	9529	0.0471	-12.006923325379258	-12.00904993956319	-12.004796711195327	-12.005732721269531	-12.145536276885387	-11.869854626960922	-12.006923325379258	-12.00904993956319	-12.004796711195327	-12.005732721269533
+I+G4	5.0	5000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-10.201082005390848	-10.202432152390895	-10.199731858390802	-10.201517494125245	-10.325187489352452	-10.077196159693242	-10.201082005390848	-10.202432152390895	-10.199731858390802	-10.201517494125246
+I+G4	5.0	5000	null_heldout	calibrated	10000	0.0522	0.052	0.00020000000000000573	-0.0013	0.0017	30	28	0.9942	-12.006923325379258	-12.00904993956319	-12.004796711195327	-12.005732721269531	-12.145536276885387	-11.869854626960922	-0.13160225039141918	-0.13372886457535002	-0.12947563620748834	-0.13041164628169266
+I+G4	5.0	5000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-10.201082005390848	-10.202432152390895	-10.199731858390802	-10.201517494125245	-10.325187489352452	-10.077196159693242	1.6742390695969944	1.6728889225969477	1.6755892165970412	1.6738035808625966
+I+G4	5.0	10000	null_heldout	nominal	10000	0.0503	1.0	-0.9497	-0.954	-0.9453	0	9497	0.0503	-16.980292737732768	-16.98240523424701	-16.978180241218524	-16.980810540104315	-17.118410934117982	-16.84254366953024	-16.980292737732768	-16.98240523424701	-16.978180241218524	-16.980810540104315
+I+G4	5.0	10000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-14.4273511751474	-14.42871018605766	-14.42599216423714	-14.427641027780165	-14.55206637177468	-14.301144667481784	-14.427351175147406	-14.428710186057666	-14.425992164237146	-14.427641027780167
+I+G4	5.0	10000	null_heldout	calibrated	10000	0.0515	0.0523	-0.0008000000000000021	-0.0022	0.0006	23	31	0.9946	-16.980292737732768	-16.98240523424701	-16.978180241218524	-16.980810540104315	-17.118410934117982	-16.84254366953024	-0.13421200428628316	-0.13632450080052735	-0.13209950777203897	-0.13472980665782863
+I+G4	5.0	10000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-14.4273511751474	-14.42871018605766	-14.42599216423714	-14.427641027780165	-14.55206637177468	-14.301144667481784	2.4187295582990833	2.4173705473888227	2.420088569209344	2.4184397056663176
+I+G4	7.5	100	null_heldout	nominal	10000	0.0457	0.5115	-0.46579999999999994	-0.4758	-0.4563	0	4658	0.5342	-1.6939223213537584	-1.6961925037461354	-1.6916521389613814	-1.6925090572007568	-1.839957436515106	-1.5500849115556612	-1.6939223213537584	-1.6961925037461354	-1.6916521389613814	-1.6925090572007568
+I+G4	7.5	100	alternative	nominal	20000	0.86395	0.99685	-0.13290000000000002	-0.13775	-0.1282	0	2658	0.8671	-1.4794071250384933	-1.480854213444008	-1.4779600366329786	-1.4828538522605923	-1.6099039969101305	-1.343585067098054	-1.4794071250384935	-1.4808542134440081	-1.4779600366329788	-1.482853852260592
+I+G4	7.5	100	null_heldout	calibrated	10000	0.0529	0.0509	0.0020000000000000018	0.0003	0.0037	47	27	0.9926	-1.6939223213537584	-1.6961925037461354	-1.6916521389613814	-1.6925090572007568	-1.839957436515106	-1.5500849115556612	-0.11185816203970998	-0.11412834443208696	-0.10958797964733301	-0.11044489788670853
+I+G4	7.5	100	alternative	calibrated	20000	0.8772	0.8696	0.00759999999999994	0.0059	0.00935	231	79	0.9845	-1.4794071250384933	-1.480854213444008	-1.4779600366329786	-1.4828538522605923	-1.6099039969101305	-1.343585067098054	0.10265703427555486	0.1012099458700403	0.10410412268106943	0.09921030705345624
+I+G4	7.5	500	null_heldout	nominal	10000	0.044	0.9883	-0.9442999999999999	-0.9488	-0.9398	0	9443	0.0557	-3.7970007440727307	-3.7992172883514552	-3.794784199794006	-3.7957967480656034	-3.942211925250322	-3.6518247991364565	-3.7970007440727307	-3.7992172883514552	-3.794784199794006	-3.7957967480656034
+I+G4	7.5	500	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-3.3173973110840467	-3.3188329483969974	-3.315961673771096	-3.317145964440135	-3.4496952365241214	-3.185318974392074	-3.3173973110840467	-3.3188329483969974	-3.315961673771096	-3.317145964440135
+I+G4	7.5	500	null_heldout	calibrated	10000	0.0482	0.048	0.0001999999999999988	-0.0012	0.0017	28	26	0.9946	-3.7970007440727307	-3.7992172883514552	-3.794784199794006	-3.7957967480656034	-3.942211925250322	-3.6518247991364565	-0.13747565119299637	-0.13969219547172088	-0.13525910691427187	-0.13627165518586892
+I+G4	7.5	500	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-3.3173973110840467	-3.3188329483969974	-3.315961673771096	-3.317145964440135	-3.4496952365241214	-3.185318974392074	0.3421277817956878	0.34069214448273727	0.34356341910863836	0.3423791284395996
+I+G4	7.5	1000	null_heldout	nominal	10000	0.0506	0.9998	-0.9492	-0.9534	-0.9448	0	9492	0.0508	-5.36962528016447	-5.3718413192445125	-5.367409241084428	-5.369056497454679	-5.515536143149521	-5.225302541846057	-5.36962528016447	-5.3718413192445125	-5.367409241084428	-5.369056497454679
+I+G4	7.5	1000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-4.6953516773340915	-4.696786251233922	-4.693917103434261	-4.696285344062436	-4.827600463940707	-4.563224556987724	-4.695351677334091	-4.696786251233921	-4.69391710343426	-4.696285344062436
+I+G4	7.5	1000	null_heldout	calibrated	10000	0.0564	0.0559	0.0005000000000000004	-0.0011	0.0022	39	34	0.9927	-5.36962528016447	-5.3718413192445125	-5.367409241084428	-5.369056497454679	-5.515536143149521	-5.225302541846057	-0.135292487333682	-0.1375085264137237	-0.1330764482536403	-0.13472370462389005
+I+G4	7.5	1000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-4.6953516773340915	-4.696786251233922	-4.693917103434261	-4.696285344062436	-4.827600463940707	-4.563224556987724	0.5389811154966963	0.5375465415968654	0.5404156893965271	0.538047448768352
+I+G4	7.5	5000	null_heldout	nominal	10000	0.0479	1.0	-0.9521	-0.9562	-0.9479	0	9521	0.0479	-12.007385009853481	-12.009634215485116	-12.005135804221846	-12.00875793112977	-12.153308808756245	-11.861047199317387	-12.007385009853484	-12.00963421548512	-12.00513580422185	-12.008757931129772
+I+G4	7.5	5000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-10.49998684154319	-10.501412192767766	-10.498561490318615	-10.49986860528109	-10.631847566132722	-10.366645503183866	-10.499986841543192	-10.501412192767768	-10.498561490318616	-10.499868605281092
+I+G4	7.5	5000	null_heldout	calibrated	10000	0.0505	0.049	0.0015000000000000013	-0.0003	0.0033	50	35	0.9915	-12.007385009853481	-12.009634215485116	-12.005135804221846	-12.00875793112977	-12.153308808756245	-11.861047199317387	-0.1280891276833946	-0.1303383333150304	-0.12583992205175878	-0.1294620489596836
+I+G4	7.5	5000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-10.49998684154319	-10.501412192767766	-10.498561490318615	-10.49986860528109	-10.631847566132722	-10.366645503183866	1.3793090406268964	1.3778836894023196	1.3807343918514732	1.3794272768889968
+I+G4	7.5	10000	null_heldout	nominal	10000	0.0469	1.0	-0.9531000000000001	-0.9572	-0.949	0	9531	0.0469	-16.981151486005622	-16.983365241665965	-16.97893773034528	-16.981463835610832	-17.12534591971691	-16.836911135046858	-16.981151486005622	-16.983365241665965	-16.97893773034528	-16.981463835610832
+I+G4	7.5	10000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-14.85027115758324	-14.851698650605766	-14.848843664560714	-14.850458839913832	-14.98168221695585	-14.717884046901935	-14.850271157583242	-14.851698650605767	-14.848843664560716	-14.850458839913834
+I+G4	7.5	10000	null_heldout	calibrated	10000	0.0454	0.0445	0.000900000000000005	-0.0008	0.002602500000000009	43	34	0.9923	-16.981151486005622	-16.983365241665965	-16.97893773034528	-16.981463835610832	-17.12534591971691	-16.836911135046858	-0.13729580483709505	-0.1395095604974372	-0.1350820491767529	-0.13760815444230268
+I+G4	7.5	10000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-14.85027115758324	-14.851698650605766	-14.848843664560714	-14.850458839913832	-14.98168221695585	-14.717884046901935	1.9935845235852874	1.9921570305627627	1.995012016607812	1.993396841254695
+I+G4	10.0	100	null_heldout	nominal	10000	0.0442	0.5276	-0.48339999999999994	-0.4933	-0.4735	0	4834	0.5166	-1.6906146470683998	-1.692968923140469	-1.6882603709963306	-1.6882385897020904	-1.8440871845418285	-1.541677062735672	-1.6906146470684005	-1.6929689231404697	-1.6882603709963313	-1.6882385897020906
+I+G4	10.0	100	alternative	nominal	20000	0.7511	0.9907	-0.23960000000000004	-0.24575125	-0.23375	0	4792	0.7604	-1.506192016558366	-1.5077313408515933	-1.5046526922651386	-1.5086375357715052	-1.6446155653574182	-1.363410461875343	-1.5061920165583662	-1.5077313408515935	-1.5046526922651389	-1.508637535771505
+I+G4	10.0	100	null_heldout	calibrated	10000	0.0544	0.0533	0.0010999999999999968	-0.0007	0.003	51	40	0.9909	-1.6906146470683998	-1.692968923140469	-1.6882603709963306	-1.6882385897020904	-1.8440871845418285	-1.541677062735672	-0.12407382732993681	-0.12642810340200603	-0.12171955125786758	-0.12169776996362702
+I+G4	10.0	100	alternative	calibrated	20000	0.7754	0.7716	0.0038000000000000256	0.0018	0.0058	250	174	0.9788	-1.506192016558366	-1.5077313408515933	-1.5046526922651386	-1.5086375357715052	-1.6446155653574182	-1.363410461875343	0.06034880318009732	0.05880947888686996	0.06188812747332468	0.057903283966957986
+I+G4	10.0	500	null_heldout	nominal	10000	0.0477	0.9887	-0.9410000000000001	-0.9455	-0.9363975	0	9410	0.059	-3.7954230865641088	-3.797793008848009	-3.7930531642802086	-3.793747004841377	-3.9514206619912113	-3.6448935353574776	-3.7954230865641083	-3.7977930088480085	-3.793053164280208	-3.793747004841377
+I+G4	10.0	500	alternative	nominal	20000	0.99995	1.0	-4.999999999999449e-05	-0.00015	0.0	0	1	0.99995	-3.379031264663438	-3.380527436698936	-3.3775350926279404	-3.3802554950555845	-3.5169843801842937	-3.2410050512150987	-3.379031264663438	-3.380527436698936	-3.3775350926279404	-3.3802554950555845
+I+G4	10.0	500	null_heldout	calibrated	10000	0.0521	0.0514	0.0006999999999999992	-0.001	0.0024	41	34	0.9925	-3.7954230865641088	-3.797793008848009	-3.7930531642802086	-3.793747004841377	-3.9514206619912113	-3.6448935353574776	-0.12850360210282516	-0.13087352438672537	-0.12613367981892495	-0.12682752038009326
+I+G4	10.0	500	alternative	calibrated	20000	0.99995	0.99995	0.0	0.0	0.0	0	0	1.0	-3.379031264663438	-3.380527436698936	-3.3775350926279404	-3.3802554950555845	-3.5169843801842937	-3.2410050512150987	0.2878882197978459	0.2863920477623479	0.2893843918333439	0.28666398940569904
+I+G4	10.0	1000	null_heldout	nominal	10000	0.0438	1.0	-0.9562	-0.9601	-0.9522	0	9562	0.0438	-5.36959787690643	-5.371898848532056	-5.367296905280804	-5.36940664926008	-5.520908231527286	-5.2197621820359155	-5.36959787690643	-5.371898848532056	-5.367296905280804	-5.36940664926008
+I+G4	10.0	1000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-4.778904231713566	-4.780420764293745	-4.777387699133388	-4.779570289497679	-4.919275902039381	-4.638587380674341	-4.778904231713566	-4.780420764293745	-4.777387699133388	-4.779570289497679
+I+G4	10.0	1000	null_heldout	calibrated	10000	0.0439	0.0449	-0.0010000000000000009	-0.0026	0.0006	29	39	0.9932	-5.36959787690643	-5.371898848532056	-5.367296905280804	-5.36940664926008	-5.520908231527286	-5.2197621820359155	-0.13551224952121174	-0.13781322114683794	-0.13321127789558554	-0.13532102187486217
+I+G4	10.0	1000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-4.778904231713566	-4.780420764293745	-4.777387699133388	-4.779570289497679	-4.919275902039381	-4.638587380674341	0.4551813956716519	0.45366486309147336	0.4566979282518304	0.45451533788753906
+I+G4	10.0	5000	null_heldout	nominal	10000	0.0503	1.0	-0.9497	-0.9539	-0.9454	0	9497	0.0503	-12.007558702975896	-12.009892800718925	-12.005224605232867	-12.006817282334353	-12.16108254454125	-11.856872023378282	-12.007558702975896	-12.009892800718925	-12.005224605232867	-12.006817282334355
+I+G4	10.0	5000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-10.691747591161553	-10.693266936883699	-10.690228245439407	-10.691640246785806	-10.832060550605116	-10.551033831026205	-10.691747591161553	-10.693266936883699	-10.690228245439407	-10.691640246785806
+I+G4	10.0	5000	null_heldout	calibrated	10000	0.0499	0.05	-0.00010000000000000286	-0.0018	0.0016	36	37	0.9927	-12.007558702975896	-12.009892800718925	-12.005224605232867	-12.006817282334353	-12.16108254454125	-11.856872023378282	-0.13532732121592786	-0.13766141895895767	-0.13299322347289805	-0.13458590057438613
+I+G4	10.0	5000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-10.691747591161553	-10.693266936883699	-10.690228245439407	-10.691640246785806	-10.832060550605116	-10.551033831026205	1.1804837905984136	1.1789644448762684	1.1820031363205588	1.1805911349741613
+I+G4	10.0	10000	null_heldout	nominal	10000	0.0489	1.0	-0.9511000000000001	-0.9555	-0.9469	0	9511	0.0489	-16.982160569012404	-16.98450505625355	-16.979816081771258	-16.981745386144826	-17.135581293500067	-16.828737084907765	-16.982160569012404	-16.98450505625355	-16.979816081771258	-16.981745386144826
